id,coming_time,priority,cpu_cores,cpu,ram,bandwidth,storage,length,kind
1023,748,0,2,0.02499,0.02545,0,0.0003862,20,0
1024,748,0,2,0.02499,0.02545,0,0.0003862,20,0
1025,749,0,2,0.02499,0.02545,0,0.0003862,133,0
1026,750,0,2,0.02499,0.02545,0,0.0003862,98,0
1027,751,0,2,0.02499,0.02545,0,0.0003862,58,0
1028,751,0,2,0.02499,0.02545,0,0.0003862,78,0
1029,753,0,2,0.02499,0.02545,0,0.0003862,148,0
1030,754,0,2,0.02499,0.02545,0,0.0003862,81,0
1031,756,0,2,0.02499,0.02545,0,0.0003862,109,0
1032,757,0,2,0.02499,0.02545,0,0.0003862,147,0
1033,758,0,2,0.02499,0.02545,0,0.0003862,112,0
1034,758,0,2,0.02499,0.02545,0,0.0003862,113,0
1035,758,0,2,0.02499,0.02545,0,0.0003862,87,0
1036,759,0,2,0.02499,0.02545,0,0.0003862,71,0
1037,760,0,2,0.02499,0.02545,0,0.0003862,104,0
1038,763,0,2,0.02499,0.02545,0,0.0003862,41,0
1039,764,0,2,0.02499,0.02545,0,0.0003862,73,0
1040,764,0,2,0.02499,0.02545,0,0.0003862,24,0
1041,764,0,2,0.02499,0.02545,0,0.0003862,106,0
1042,765,0,2,0.02499,0.02545,0,0.0003862,15,0
1043,765,0,2,0.02499,0.02545,0,0.0003862,103,0
1044,766,0,2,0.02499,0.02545,0,0.0003862,106,0
1045,767,0,2,0.02499,0.02545,0,0.0003862,68,0
1046,768,0,2,0.02499,0.02545,0,0.0003862,100,0
1047,768,0,2,0.02499,0.02545,0,0.0003862,150,0
1048,769,0,2,0.02499,0.02545,0,0.0003862,43,0
1049,769,0,2,0.02499,0.02545,0,0.0003862,40,0
1050,769,0,2,0.02499,0.02545,0,0.0003862,95,0
1051,770,0,2,0.02499,0.02545,0,0.0003862,33,0
1052,771,0,2,0.02499,0.02545,0,0.0003862,133,0
1053,772,0,2,0.02499,0.02545,0,0.0003862,27,0
1054,773,0,2,0.02499,0.02545,0,0.0003862,110,0
1055,773,0,2,0.02499,0.02545,0,0.0003862,58,0
1056,775,0,2,0.02499,0.02545,0,0.0003862,87,0
1057,776,0,2,0.02499,0.02545,0,0.0003862,148,0
1058,777,0,2,0.02499,0.02545,0,0.0003862,21,0
1059,777,0,2,0.02499,0.02545,0,0.0003862,114,0
1060,777,0,2,0.02499,0.02545,0,0.0003862,100,0
1061,777,0,2,0.02499,0.02545,0,0.0003862,46,0
1062,778,0,2,0.02499,0.02545,0,0.0003862,21,0
1063,778,0,2,0.02499,0.02545,0,0.0003862,26,0
1064,780,0,2,0.02499,0.02545,0,0.0003862,33,0
1065,780,0,2,0.02499,0.02545,0,0.0003862,16,0
1066,781,0,2,0.02499,0.02545,0,0.0003862,26,0
1067,781,0,2,0.02499,0.02545,0,0.0003862,24,0
1068,781,0,2,0.02499,0.02545,0,0.0003862,29,0
1069,781,0,2,0.02499,0.02545,0,0.0003862,23,0
1070,782,0,2,0.02499,0.02545,0,0.0003862,14,0
1071,783,0,2,0.02499,0.02545,0,0.0003862,100,0
1072,783,0,2,0.02499,0.02545,0,0.0003862,23,0
1073,784,0,2,0.02499,0.02545,0,0.0003862,29,0
1074,785,0,2,0.02499,0.02545,0,0.0003862,47,0
1075,786,0,2,0.02499,0.02545,0,0.0003862,110,0
1076,788,0,2,0.02499,0.02545,0,0.0003862,100,0
1077,788,0,2,0.02499,0.02545,0,0.0003862,140,0
1078,788,0,2,0.02499,0.02545,0,0.0003862,128,0
1079,788,0,2,0.02499,0.02545,0,0.0003862,18,0
1080,789,0,2,0.02499,0.02545,0,0.0003862,101,0
1081,789,0,2,0.02499,0.02545,0,0.0003862,40,0
1082,789,0,2,0.02499,0.02545,0,0.0003862,15,0
1083,790,0,2,0.02499,0.02545,0,0.0003862,62,0
1084,792,0,2,0.02499,0.02545,0,0.0003862,78,0
1085,792,0,2,0.02499,0.02545,0,0.0003862,107,0
1086,792,0,2,0.02499,0.02545,0,0.0003862,37,0
1087,794,0,2,0.02499,0.02545,0,0.0003862,26,0
1088,794,0,2,0.02499,0.02545,0,0.0003862,38,0
1089,794,0,2,0.02499,0.02545,0,0.0003862,133,0
1090,795,0,2,0.02499,0.02545,0,0.0003862,18,0
1091,797,0,2,0.02499,0.02545,0,0.0003862,87,0
1092,797,0,2,0.02499,0.02545,0,0.0003862,103,0
1093,797,0,2,0.02499,0.02545,0,0.0003862,106,0
1094,800,0,2,0.02499,0.02545,0,0.0003862,21,0
1095,801,0,2,0.02499,0.02545,0,0.0003862,51,0
1096,802,0,2,0.02499,0.02545,0,0.0003862,29,0
1097,803,0,2,0.02499,0.02545,0,0.0003862,29,0
1098,803,0,2,0.02499,0.02545,0,0.0003862,26,0
1099,804,0,2,0.02499,0.02545,0,0.0003862,47,0
1100,804,0,2,0.02499,0.02545,0,0.0003862,98,0
1101,804,0,2,0.02499,0.02545,0,0.0003862,20,0
1102,805,0,2,0.02499,0.02545,0,0.0003862,26,0
1103,805,0,2,0.02499,0.02545,0,0.0003862,26,0
1104,807,0,2,0.02499,0.02545,0,0.0003862,129,0
1105,807,0,2,0.02499,0.02545,0,0.0003862,50,0
1106,809,0,2,0.02499,0.02545,0,0.0003862,23,0
1107,809,0,2,0.02499,0.02545,0,0.0003862,21,0
1108,809,0,2,0.02499,0.02545,0,0.0003862,19,0
1109,809,0,2,0.02499,0.02545,0,0.0003862,27,0
1110,809,0,2,0.02499,0.02545,0,0.0003862,46,0
1111,811,0,2,0.02499,0.02545,0,0.0003862,72,0
1112,811,0,2,0.02499,0.02545,0,0.0003862,35,0
1113,812,0,2,0.02499,0.02545,0,0.0003862,41,0
1114,813,0,2,0.02499,0.02545,0,0.0003862,29,0
1115,813,0,2,0.02499,0.02545,0,0.0003862,22,0
1116,814,0,2,0.02499,0.02545,0,0.0003862,124,0
1117,815,0,2,0.02499,0.02545,0,0.0003862,59,0
1118,815,0,2,0.02499,0.02545,0,0.0003862,28,0
1119,815,0,2,0.02499,0.02545,0,0.0003862,33,0
1120,816,0,2,0.02499,0.02545,0,0.0003862,28,0
1121,817,0,2,0.02499,0.02545,0,0.0003862,46,0
1122,818,0,2,0.02499,0.02545,0,0.0003862,115,0
1123,819,0,2,0.02499,0.02545,0,0.0003862,21,0
1124,819,0,2,0.02499,0.02545,0,0.0003862,40,0
1125,820,0,2,0.02499,0.02545,0,0.0003862,28,0
1126,821,0,2,0.02499,0.02545,0,0.0003862,107,0
1127,822,0,2,0.02499,0.02545,0,0.0003862,48,0
1128,822,0,2,0.02499,0.02545,0,0.0003862,168,0
1129,823,0,2,0.02499,0.02545,0,0.0003862,30,0
1130,828,0,2,0.02499,0.02545,0,0.0003862,25,0
1131,828,0,2,0.02499,0.02545,0,0.0003862,117,0
1132,829,0,2,0.02499,0.02545,0,0.0003862,48,0
1133,830,0,2,0.02499,0.02545,0,0.0003862,104,0
1134,832,0,2,0.02499,0.02545,0,0.0003862,44,0
1135,832,0,2,0.02499,0.02545,0,0.0003862,84,0
1136,832,0,2,0.02499,0.02545,0,0.0003862,43,0
1137,833,0,2,0.02499,0.02545,0,0.0003862,105,0
1138,833,0,2,0.02499,0.02545,0,0.0003862,41,0
1139,834,0,2,0.02499,0.02545,0,0.0003862,40,0
1140,834,0,2,0.02499,0.02545,0,0.0003862,46,0
1141,836,0,2,0.02499,0.02545,0,0.0003862,43,0
1142,837,0,2,0.02499,0.02545,0,0.0003862,16,0
1143,839,0,2,0.02499,0.02545,0,0.0003862,103,0
1144,839,0,2,0.02499,0.02545,0,0.0003862,108,0
1145,840,0,2,0.02499,0.02545,0,0.0003862,31,0
1146,840,0,2,0.02499,0.02545,0,0.0003862,37,0
1147,840,0,2,0.02499,0.02545,0,0.0003862,150,0
1148,842,0,2,0.02499,0.02545,0,0.0003862,109,0
1149,842,0,2,0.02499,0.02545,0,0.0003862,110,0
1150,844,0,2,0.02499,0.02545,0,0.0003862,35,0
1151,844,0,2,0.02499,0.02545,0,0.0003862,31,0
1152,845,0,2,0.02499,0.02545,0,0.0003862,41,0
1153,847,0,2,0.02499,0.02545,0,0.0003862,37,0
1154,848,0,2,0.02499,0.02545,0,0.0003862,147,0
1155,848,0,2,0.02499,0.02545,0,0.0003862,101,0
1156,849,0,2,0.02499,0.02545,0,0.0003862,98,0
1157,849,0,2,0.02499,0.02545,0,0.0003862,104,0
1158,851,0,2,0.02499,0.02545,0,0.0003862,98,0
1159,851,0,2,0.02499,0.02545,0,0.0003862,54,0
1160,853,0,2,0.02499,0.02545,0,0.0003862,47,0
1161,853,0,2,0.02499,0.02545,0,0.0003862,99,0
1162,853,0,2,0.02499,0.02545,0,0.0003862,19,0
1163,856,0,2,0.02499,0.02545,0,0.0003862,59,0
1164,856,0,2,0.02499,0.02545,0,0.0003862,121,0
1165,856,0,2,0.02499,0.02545,0,0.0003862,107,0
1166,857,0,2,0.02499,0.02545,0,0.0003862,111,0
1167,857,0,2,0.02499,0.02545,0,0.0003862,58,0
1168,858,0,2,0.02499,0.02545,0,0.0003862,23,0
1169,858,0,2,0.02499,0.02545,0,0.0003862,28,0
1170,859,0,2,0.02499,0.02545,0,0.0003862,28,0
1171,859,0,2,0.02499,0.02545,0,0.0003862,33,0
1172,859,0,2,0.02499,0.02545,0,0.0003862,127,0
1173,860,0,2,0.02499,0.02545,0,0.0003862,31,0
1174,861,0,2,0.02499,0.02545,0,0.0003862,37,0
1175,862,0,2,0.02499,0.02545,0,0.0003862,126,0
1176,863,0,2,0.02499,0.02545,0,0.0003862,45,0
1177,863,0,2,0.02499,0.02545,0,0.0003862,50,0
1178,863,0,2,0.02499,0.02545,0,0.0003862,47,0
1179,864,0,2,0.02499,0.02545,0,0.0003862,33,0
1180,865,0,2,0.02499,0.02545,0,0.0003862,160,0
1181,867,0,2,0.02499,0.02545,0,0.0003862,100,0
1182,868,0,2,0.02499,0.02545,0,0.0003862,113,0
1183,869,0,2,0.02499,0.02545,0,0.0003862,101,0
1184,870,0,2,0.02499,0.02545,0,0.0003862,131,0
1185,872,0,2,0.02499,0.02545,0,0.0003862,109,0
1186,873,0,2,0.02499,0.02545,0,0.0003862,108,0
1187,873,0,2,0.02499,0.02545,0,0.0003862,17,0
1188,874,0,2,0.02499,0.02545,0,0.0003862,20,0
1189,876,0,2,0.02499,0.02545,0,0.0003862,147,0
1190,877,0,2,0.02499,0.02545,0,0.0003862,115,0
1191,877,0,2,0.02499,0.02545,0,0.0003862,47,0
1192,878,0,2,0.02499,0.02545,0,0.0003862,154,0
1193,878,0,2,0.02499,0.02545,0,0.0003862,21,0
1194,880,0,2,0.02499,0.02545,0,0.0003862,39,0
1195,881,0,2,0.02499,0.02545,0,0.0003862,99,0
1196,881,0,2,0.02499,0.02545,0,0.0003862,104,0
1197,883,0,2,0.02499,0.02545,0,0.0003862,103,0
1198,884,0,2,0.02499,0.02545,0,0.0003862,114,0
1199,884,0,2,0.02499,0.02545,0,0.0003862,48,0
1200,885,0,2,0.02499,0.02545,0,0.0003862,82,0
1201,885,0,2,0.02499,0.02545,0,0.0003862,97,0
1202,885,0,2,0.02499,0.02545,0,0.0003862,110,0
1203,885,0,2,0.02499,0.02545,0,0.0003862,22,0
1204,885,0,2,0.02499,0.02545,0,0.0003862,18,0
1205,886,0,2,0.02499,0.02545,0,0.0003862,67,0
1206,886,0,2,0.02499,0.02545,0,0.0003862,40,0
1207,886,0,2,0.02499,0.02545,0,0.0003862,38,0
1208,887,0,2,0.02499,0.02545,0,0.0003862,24,0
1209,887,0,2,0.02499,0.02545,0,0.0003862,24,0
1210,887,0,2,0.02499,0.02545,0,0.0003862,36,0
1211,889,0,2,0.02499,0.02545,0,0.0003862,120,0
1212,890,0,2,0.02499,0.02545,0,0.0003862,20,0
1213,893,0,2,0.02499,0.02545,0,0.0003862,101,0
1214,894,0,2,0.02499,0.02545,0,0.0003862,48,0
1215,894,0,2,0.02499,0.02545,0,0.0003862,221,0
1216,895,0,2,0.02499,0.02545,0,0.0003862,47,0
1217,895,0,2,0.02499,0.02545,0,0.0003862,116,0
1218,897,0,2,0.02499,0.02545,0,0.0003862,78,0
1219,899,0,2,0.02499,0.02545,0,0.0003862,40,0
1220,899,0,2,0.02499,0.02545,0,0.0003862,25,0
1221,901,0,2,0.02499,0.02545,0,0.0003862,41,0
1222,901,0,2,0.02499,0.02545,0,0.0003862,50,0
1223,901,0,2,0.02499,0.02545,0,0.0003862,154,0
1224,901,0,2,0.02499,0.02545,0,0.0003862,149,0
1225,901,0,2,0.02499,0.02545,0,0.0003862,31,0
1226,902,0,2,0.02499,0.02545,0,0.0003862,19,0
1227,903,0,2,0.02499,0.02545,0,0.0003862,103,0
1228,903,0,2,0.02499,0.02545,0,0.0003862,144,0
1229,904,0,2,0.02499,0.02545,0,0.0003862,90,0
1230,906,0,2,0.02499,0.02545,0,0.0003862,112,0
1231,908,0,2,0.02499,0.02545,0,0.0003862,26,0
1232,908,0,2,0.02499,0.02545,0,0.0003862,106,0
1233,908,0,2,0.02499,0.02545,0,0.0003862,50,0
1234,909,0,2,0.02499,0.02545,0,0.0003862,100,0
1235,909,0,2,0.02499,0.02545,0,0.0003862,51,0
1236,910,0,2,0.02499,0.02545,0,0.0003862,103,0
1237,910,0,2,0.02499,0.02545,0,0.0003862,103,0
1238,910,0,2,0.02499,0.02545,0,0.0003862,147,0
1239,910,0,2,0.02499,0.02545,0,0.0003862,123,0
1240,912,0,2,0.02499,0.02545,0,0.0003862,107,0
1241,914,0,2,0.02499,0.02545,0,0.0003862,29,0
1242,915,0,2,0.02499,0.02545,0,0.0003862,113,0
1243,915,0,2,0.02499,0.02545,0,0.0003862,55,0
1244,915,0,2,0.02499,0.02545,0,0.0003862,22,0
1245,917,0,2,0.02499,0.02545,0,0.0003862,98,0
1246,919,0,2,0.02499,0.02545,0,0.0003862,104,0
1247,919,0,2,0.02499,0.02545,0,0.0003862,35,0
1248,920,0,2,0.02499,0.02545,0,0.0003862,35,0
1249,920,0,2,0.02499,0.02545,0,0.0003862,137,0
1250,920,0,2,0.02499,0.02545,0,0.0003862,45,0
1251,920,0,2,0.02499,0.02545,0,0.0003862,114,0
1252,921,0,2,0.02499,0.02545,0,0.0003862,61,0
1253,922,0,2,0.02499,0.02545,0,0.0003862,31,0
1254,922,0,2,0.02499,0.02545,0,0.0003862,35,0
1255,922,0,2,0.02499,0.02545,0,0.0003862,147,0
1256,923,0,2,0.02499,0.02545,0,0.0003862,23,0
1257,923,0,2,0.02499,0.02545,0,0.0003862,103,0
1258,924,0,2,0.02499,0.02545,0,0.0003862,25,0
1259,924,0,2,0.02499,0.02545,0,0.0003862,112,0
1260,924,0,2,0.02499,0.02545,0,0.0003862,13,0
1261,925,0,2,0.02499,0.02545,0,0.0003862,30,0
1262,926,0,2,0.02499,0.02545,0,0.0003862,61,0
1263,926,0,2,0.02499,0.02545,0,0.0003862,35,0
1264,927,0,2,0.02499,0.02545,0,0.0003862,100,0
1265,927,0,2,0.02499,0.02545,0,0.0003862,51,0
1266,927,0,2,0.02499,0.02545,0,0.0003862,37,0
1267,928,0,2,0.02499,0.02545,0,0.0003862,147,0
1268,928,0,2,0.02499,0.02545,0,0.0003862,33,0
1269,929,0,2,0.02499,0.02545,0,0.0003862,114,0
1270,930,0,2,0.02499,0.02545,0,0.0003862,46,0
1271,930,0,2,0.02499,0.02545,0,0.0003862,41,0
1272,931,0,2,0.02499,0.02545,0,0.0003862,104,0
1273,931,0,2,0.02499,0.02545,0,0.0003862,100,0
1274,933,0,2,0.02499,0.02545,0,0.0003862,91,0
1275,933,0,2,0.02499,0.02545,0,0.0003862,24,0
1276,933,0,2,0.02499,0.02545,0,0.0003862,108,0
1277,935,0,2,0.02499,0.02545,0,0.0003862,91,0
1278,935,0,2,0.02499,0.02545,0,0.0003862,93,0
1279,935,0,2,0.02499,0.02545,0,0.0003862,28,0
1280,936,1,2,0.0625,0.1034,0,3.815e-05,115,0
1281,936,0,2,0.02487,0.0270399999999999,0,0.0003862,97,0
1282,936,0,2,0.006248,0.01347,0,5.817e-05,37,0
1283,937,0,2,0.006248,0.01347,0,5.817e-05,61,0
1284,937,0,2,0.006248,0.01347,0,5.817e-05,65,0
1285,937,0,2,0.006248,0.01347,0,5.817e-05,51,0
1286,938,0,2,0.02487,0.0270399999999999,0,0.0003862,50,0
1287,939,0,2,0.02487,0.0270399999999999,0,0.0003862,81,0
1288,939,0,2,0.02487,0.0270399999999999,0,0.0003862,59,0
1289,940,0,2,0.02487,0.0270399999999999,0,0.0003862,45,0
1290,940,0,2,0.02487,0.0270399999999999,0,0.0003862,66,0
1291,940,0,2,0.02487,0.0270399999999999,0,0.0003862,70,0
1292,944,0,2,0.02487,0.0270399999999999,0,0.0003862,89,0
1293,944,0,2,0.02792,0.0270399999999999,0,7.725e-05,138,0
1294,944,0,2,0.02792,0.0270399999999999,0,7.725e-05,50,0
1295,945,0,2,0.02792,0.0270399999999999,0,7.725e-05,136,0
1296,945,0,2,0.02792,0.0270399999999999,0,7.725e-05,137,0
1297,947,0,2,0.02792,0.0270399999999999,0,7.725e-05,125,0
1298,947,0,2,0.02792,0.0270399999999999,0,7.725e-05,119,0
1299,949,0,2,0.02792,0.0270399999999999,0,7.725e-05,44,0
1300,949,0,2,0.02792,0.0270399999999999,0,7.725e-05,45,0
1301,950,0,2,0.02792,0.0270399999999999,0,7.725e-05,144,0
1302,950,0,2,0.02792,0.0270399999999999,0,7.725e-05,133,0
1303,952,0,2,0.02792,0.0270399999999999,0,7.725e-05,126,0
1304,952,0,2,0.0125,0.006462,0,3.052e-05,49,0
1305,952,0,2,0.0125,0.006462,0,3.052e-05,37,0
1306,952,0,2,0.0125,0.006462,0,3.052e-05,34,0
1307,955,0,2,0.0125,0.006462,0,3.052e-05,3,0
1308,955,0,2,0.0125,0.006462,0,3.052e-05,34,0
1309,957,0,2,0.009369,0.0028419999999999,0,3.052e-05,31,0
1310,957,0,2,0.009369,0.0028419999999999,0,3.052e-05,33,0
1311,962,0,2,0.009369,0.0028419999999999,0,3.052e-05,34,0
1312,962,0,2,0.009369,0.0028419999999999,0,3.052e-05,33,0
1313,963,1,2,0.04688,0.0636,0,3.815e-05,99,0
1314,963,0,2,0.09058,0.01709,0,9.441e-05,126,0
1315,963,0,2,0.09058,0.01709,0,9.441e-05,126,0
1316,963,0,2,0.09058,0.01709,0,9.441e-05,152,0
1317,963,0,2,0.09058,0.01709,0,9.441e-05,128,0
1318,963,0,2,0.09058,0.01709,0,9.441e-05,129,0
1319,964,0,2,0.09058,0.01709,0,9.441e-05,139,0
1320,965,0,2,0.09058,0.01709,0,9.441e-05,152,0
1321,965,0,2,0.09058,0.01709,0,9.441e-05,94,0
1322,970,0,2,0.09058,0.01709,0,9.441e-05,129,0
1323,970,0,2,0.09058,0.01709,0,9.441e-05,140,0
1324,970,0,2,0.09058,0.01709,0,9.441e-05,126,0
1325,971,0,2,0.09058,0.01709,0,9.441e-05,153,0
1326,971,0,2,0.09058,0.01709,0,9.441e-05,95,0
1327,972,0,2,0.09058,0.01709,0,9.441e-05,121,0
1328,972,0,2,0.09058,0.01709,0,9.441e-05,86,0
1329,972,0,2,0.09058,0.01709,0,9.441e-05,132,0
1330,972,0,2,0.03125,0.004662,0,3.433e-05,70,0
1331,973,0,2,0.03125,0.004662,0,3.433e-05,68,0
1332,973,0,2,0.03125,0.004662,0,3.433e-05,87,0
1333,973,0,2,0.03125,0.004662,0,3.433e-05,25,0
1334,974,0,2,0.0125,0.006432,0,3.052e-05,46,0
1335,975,0,2,0.0125,0.006432,0,3.052e-05,33,0
1336,976,0,2,0.0125,0.006432,0,3.052e-05,32,0
1337,976,0,2,0.0125,0.006432,0,3.052e-05,35,0
1338,977,0,2,0.0125,0.006432,0,3.052e-05,12,0
1339,978,0,2,0.0125,0.006432,0,3.052e-05,49,0
1340,980,0,2,0.009369,0.0028109999999999,0,3.052e-05,34,0
1341,981,0,2,0.009369,0.0028109999999999,0,3.052e-05,34,0
1342,981,0,2,0.009369,0.0028109999999999,0,3.052e-05,36,0
1343,981,0,2,0.009369,0.0028109999999999,0,3.052e-05,34,0
1344,982,0,2,0.009369,0.0028109999999999,0,3.052e-05,30,0
1345,983,0,2,0.03125,0.0031089999999999,0,1.0489999999999998e-05,96,0
1346,984,0,2,0.0125,0.00795,0,1.717e-05,84,0
1347,984,0,2,0.03125,0.009323,0,0.0001545,136,0
1348,984,0,2,0.03125,0.009323,0,0.0001545,108,0
1349,985,0,2,0.03125,0.009323,0,0.0001545,63,0
1350,986,0,2,0.03125,0.009323,0,0.0001545,129,0
1351,986,0,2,0.03125,0.009323,0,0.0001545,103,0
1352,988,0,2,0.03125,0.009323,0,0.0001545,98,0
1353,988,0,2,0.03125,0.009323,0,0.0001545,106,0
1354,990,0,2,0.03125,0.009323,0,0.0001545,102,0
1355,990,0,2,0.03125,0.009323,0,0.0001545,107,0
1356,991,0,2,0.03125,0.009323,0,0.0001545,85,0
1357,992,0,2,0.03125,0.009323,0,0.0001545,111,0
1358,992,0,2,0.03125,0.009323,0,0.0001545,111,0
1359,992,0,2,0.03125,0.009323,0,0.0001545,108,0
1360,995,0,2,0.03125,0.009323,0,0.0001545,96,0
1361,997,0,2,0.03125,0.009323,0,0.0001545,104,0
1362,998,0,2,0.03125,0.009323,0,0.0001545,123,0
1363,998,0,2,0.03125,0.009323,0,0.0001545,111,0
1364,999,0,2,0.03125,0.009323,0,0.0001545,87,0
1365,1000,0,2,0.03125,0.009323,0,0.0001545,140,0
1366,1000,0,2,0.03125,0.009323,0,0.0001545,125,0
1367,1002,0,2,0.03125,0.009323,0,0.0001545,144,0
1368,1002,0,2,0.03125,0.009323,0,0.0001545,94,0
1369,1003,0,2,0.03125,0.009323,0,0.0001545,102,0
1370,1004,0,2,0.03125,0.009323,0,0.0001545,107,0
1371,1004,0,2,0.03125,0.009323,0,0.0001545,108,0
1372,1004,0,2,0.03125,0.009323,0,0.0001545,113,0
1373,1004,0,2,0.03125,0.009323,0,0.0001545,122,0
1374,1004,0,2,0.03125,0.009323,0,0.0001545,128,0
1375,1006,0,2,0.03125,0.009323,0,0.0001545,106,0
1376,1006,0,2,0.03125,0.009323,0,0.0001545,98,0
1377,1006,0,2,0.03125,0.009323,0,0.0001545,109,0
1378,1007,0,2,0.03125,0.009323,0,0.0001545,101,0
1379,1007,0,2,0.03125,0.009323,0,0.0001545,94,0
1380,1008,0,2,0.03125,0.009323,0,0.0001545,97,0
1381,1008,0,2,0.03125,0.009323,0,0.0001545,102,0
1382,1008,0,2,0.03125,0.009323,0,0.0001545,84,0
1383,1008,0,2,0.03125,0.009323,0,0.0001545,109,0
1384,1009,0,2,0.03125,0.009323,0,0.0001545,100,0
1385,1009,0,2,0.03125,0.009323,0,0.0001545,104,0
1386,1011,0,2,0.03125,0.009323,0,0.0001545,108,0
1387,1012,0,2,0.03125,0.009323,0,0.0001545,104,0
1388,1013,0,2,0.03125,0.009323,0,0.0001545,102,0
1389,1016,0,2,0.03125,0.009323,0,0.0001545,92,0
1390,1017,0,2,0.03125,0.009323,0,0.0001545,106,0
1391,1017,0,2,0.03125,0.009323,0,0.0001545,110,0
1392,1019,0,2,0.03125,0.009323,0,0.0001545,123,0
1393,1020,0,2,0.03125,0.009323,0,0.0001545,102,0
1394,1020,0,2,0.03125,0.009323,0,0.0001545,116,0
1395,1020,0,2,0.03125,0.009323,0,0.0001545,90,0
1396,1022,0,2,0.03125,0.009323,0,0.0001545,107,0
1397,1024,0,2,0.03125,0.009323,0,0.0001545,100,0
1398,1025,0,2,0.03125,0.009323,0,0.0001545,115,0
1399,1025,0,2,0.03125,0.009323,0,0.0001545,139,0
1400,1026,0,2,0.03125,0.009323,0,0.0001545,116,0
1401,1026,0,2,0.03125,0.009323,0,0.0001545,115,0
1402,1027,0,2,0.03125,0.009323,0,0.0001545,130,0
1403,1027,0,2,0.03125,0.009323,0,0.0001545,115,0
1404,1028,0,2,0.03125,0.009323,0,0.0001545,102,0
1405,1028,0,2,0.03125,0.009323,0,0.0001545,133,0
1406,1028,0,2,0.03125,0.009323,0,0.0001545,102,0
1407,1029,0,2,0.03125,0.009323,0,0.0001545,130,0
1408,1030,0,2,0.03125,0.009323,0,0.0001545,108,0
1409,1032,0,2,0.03125,0.009323,0,0.0001545,108,0
1410,1032,0,2,0.03125,0.009323,0,0.0001545,114,0
1411,1033,0,2,0.03125,0.009323,0,0.0001545,104,0
1412,1034,0,2,0.03125,0.009323,0,0.0001545,95,0
1413,1034,0,2,0.03125,0.009323,0,0.0001545,100,0
1414,1035,0,2,0.03125,0.009323,0,0.0001545,110,0
1415,1035,0,2,0.03125,0.009323,0,0.0001545,113,0
1416,1036,0,2,0.03125,0.009323,0,0.0001545,99,0
1417,1036,0,2,0.03125,0.009323,0,0.0001545,122,0
1418,1037,0,2,0.03125,0.009323,0,0.0001545,130,0
1419,1037,0,2,0.03125,0.009323,0,0.0001545,76,0
1420,1037,0,2,0.03125,0.009323,0,0.0001545,104,0
1421,1038,0,2,0.03125,0.009323,0,0.0001545,116,0
1422,1038,0,2,0.03125,0.009323,0,0.0001545,90,0
1423,1039,0,2,0.03125,0.009323,0,0.0001545,98,0
1424,1039,0,2,0.03125,0.009323,0,0.0001545,101,0
1425,1039,0,2,0.03125,0.009323,0,0.0001545,101,0
1426,1041,0,2,0.03125,0.009323,0,0.0001545,98,0
1427,1042,0,2,0.03125,0.009323,0,0.0001545,113,0
1428,1043,0,2,0.03125,0.009323,0,0.0001545,92,0
1429,1043,0,2,0.03125,0.009323,0,0.0001545,103,0
1430,1044,0,2,0.03125,0.009323,0,0.0001545,105,0
1431,1044,0,2,0.03125,0.009323,0,0.0001545,100,0
1432,1044,0,2,0.03125,0.009323,0,0.0001545,98,0
1433,1046,0,2,0.03125,0.009323,0,0.0001545,115,0
1434,1047,0,2,0.03125,0.009323,0,0.0001545,111,0
1435,1047,0,2,0.03125,0.009323,0,0.0001545,110,0
1436,1048,0,2,0.03125,0.009323,0,0.0001545,113,0
1437,1048,0,2,0.03125,0.009323,0,0.0001545,102,0
1438,1049,0,2,0.03125,0.009323,0,0.0001545,110,0
1439,1051,0,2,0.03125,0.009323,0,0.0001545,105,0
1440,1051,0,2,0.03125,0.009323,0,0.0001545,118,0
1441,1051,0,2,0.03125,0.009323,0,0.0001545,92,0
1442,1052,0,2,0.03125,0.009323,0,0.0001545,121,0
1443,1053,0,2,0.03125,0.009323,0,0.0001545,148,0
1444,1053,0,2,0.03125,0.009323,0,0.0001545,112,0
1445,1054,0,2,0.03125,0.009323,0,0.0001545,105,0
1446,1055,0,2,0.03125,0.009323,0,0.0001545,101,0
1447,1055,0,2,0.009369,0.0028109999999999,0,3.052e-05,36,0
1448,1057,0,2,0.009369,0.0028109999999999,0,3.052e-05,27,0
1449,1058,0,2,0.02499,0.03339,0,0.0003862,35,0
1450,1058,0,2,0.02499,0.03339,0,0.0003862,42,0
1451,1058,0,2,0.02499,0.03339,0,0.0003862,237,0
1452,1058,0,2,0.02499,0.03339,0,0.0003862,104,0
1453,1058,0,2,0.02499,0.03339,0,0.0003862,43,0
1454,1062,0,2,0.02499,0.03339,0,0.0003862,125,0
1455,1062,0,2,0.02499,0.03339,0,0.0003862,107,0
1456,1062,0,2,0.02499,0.03339,0,0.0003862,155,0
1457,1062,0,2,0.02499,0.03339,0,0.0003862,248,0
1458,1064,0,2,0.02499,0.03339,0,0.0003862,190,0
1459,1064,0,2,0.02499,0.03339,0,0.0003862,135,0
1460,1066,0,2,0.02499,0.03339,0,0.0003862,166,0
1461,1067,0,2,0.02499,0.03339,0,0.0003862,51,0
1462,1067,0,2,0.02499,0.03339,0,0.0003862,97,0
1463,1068,0,2,0.02499,0.03339,0,0.0003862,194,0
